Indonesia,label
Dapatkah Anda mencuci piring nanti?,0
telinganya sudah tidak bisa mendengar karena dia pernah menyelami dasar sungai untuk mengambil bijih bijih timah demikian dalam hingga telinganya berdarah dan menjadi tuli,2
Mereka berada di ruang bawah tanah.,2
Untuk kapan? Untuk berapa banyak? Bolehkah saya menulis nama Anda?,0
"kki dahulu berkantor di rumah pak husein di jalan brawijaya, lalu sejak tahun 2003 pindah ke jalan bangka hingga sekarang.",0
"Oh, ya. Saya membaca tentang dia di buku pedoman.",0
Masalah ini tidaklah baru. Kita sudah pernag memecahkannya.,1
Saya ingin melakukan reservasi untuk bermain golf.,0
Silahkan ikuti petunjuk dari staf kami.,0
Ada sesuatu yang salah dengan lampu rem.,0
"bola sudah bergulir, tanggung jika dihentikan.",0
bunyi percobaan bel yang dilakukan peserta lain seperti teror bagi kami.,0
kini bodenga lebih banyak menghabiskan waktu memandangi aliran sungai mirang sendirian sampai jauh malam,2
"gedung yang ditempati boedoet telah dikategorikan sebagai salah satu peninggalan sejarah, cagar budaya yang dilindungi.",1
"ketika dia menelepon, saya sedang berada di washington d.c., amerika serikat, menghadiri pertemuan tahunan dana moneter internasional (imf) bersama pak jusuf anwar yang waktu itu adalah direktur eksekutif bank pembangunan asia (adb).",0
kami juga menginginkan reformasi itu tidak sekadar berubah.,1
Saya tidak senang dengan kamar ini. Bisakah Anda menunjukkan kamar yang lain?,2
"tim dari prof. yohanes surya, ph.d di datangkan untuk melakukan ini, sekaligus menerapkan standar penerimaan calon siswa serta mekanismenya.",1
sembilan teman sekelasku memberiku hari hari yang lebih dari cukup untuk ketika di masa depan nanti kuceritakan pada setiap orang bahwa masa kecilku amat bahagia,1
 Saya pikir itu untuk tabel berikutnya.,1
boy terkenal terlalu selengean bahkan kadang jorok sejak menjadi dosen dan membuka praktik sebagai dokter gigi.,0
enam mata kuliah harus diikuti yang isinya kurang lebih meyamakan antara berbagai teori yang telah kami pelajari dengan praktik di lapangan.,1
Berapa nomor kamar saya?,2
Sangat berbeda (rasanya) mengemudi di sisi kanan jalan.,1
Saya akan membeli (barang) ini jika saya jadi Anda.,1
Dapatkah saya melihat tas itu?,1
Saya ingin mendapatkan bagasi saya kembali.,0
"Tolong, saya ingin limun.",0
Mereka berada di ruang bawah tanah.,2
"saya anggap wajar, bulu tangkis telah dianggap olahraga paling bergengsi karena mampu berprestasi di tingkat dunia.",1
kami bersorak karena inilah dana terbesar yang berhasil kami kumpulkan.,1
"Saya mencari restoran yang bagus, yang menjual makanan panggang-panggangan. Dapatkah Anda menunjukkannya pada peta ini?",2
"lu, kan, yang lebih tau tentang gua,kata ct dalam nada lepas.",0
dia berpendapat bahwa pearl blue terkesan lebih fancy daripada warna pilihan saya.,2
Mr Smith sedang bercakap di jalur lain sekarang.,1
Saya mengerti. Apakah saya bisa mendapatkan tanggal kadaluwarsa dan nomor kartu kredit Anda untuk menjaga reservasi Anda?,0
sangat disayangkan apabila anak-anak muda calon pemimpin masa depan tersebut kemudian harus tidak melanjutkan sekolah karena keterbatasan biaya.,0
dengan putus asa imida melaporkan kejadian itu kepada ariza.,2
Saya takut itu terlalu banyak bagi saya.,2
"melalui rilis di berbagai media, mereka menyatakan bahwa pbsi telah melanggar kontrak dan kami dituntut sebesar 200.000 dollar as.",1
Operator.,1
tuan pos kami adalah tuan sekaligus anak buah bagi dirinya sendiri karena semua pekerjaan ia kerjakan sendiri.,0
"namun, untuk bisa menjadi negara maju hanya bisa dicapai dengan kerja keras.",2
peringkatnya bersaing ketat dengan trapani,2
"Anda memecahkan, berarti Anda membelinya.",1
"bahkan, di usia muda, pada saat yang hamper bersamaan, dia mampu meraih tiga prestasi sekaligus, baik dari sisi akademis, organisasi kemasyarakatan, maupun usaha bisnisnya.",1
tuhan akan memberiku pendamping dengan cara yang misterius,1
kami hanya melirik sembari menelan ludah di bawah terik mentari daerah proyek senen yang panas.,2
tidak ada sedikit pun minder meski saya sadar tingkat kesejahteraan keluarga jauh di bawah keluarga teman-teman lainnya.,2
"kedua, aspek struktural, dan ketiga aspek teknis.",0
kabar mengenai acara reuni lulusan kami terdengar di alumnus lainnya.,0
Saya ingin sesuatu dalam gaya Chanel yang diulang.,0
Saya tidak bisa mendapatkan pendingin udara untuk bekerja.,0
"Saya akan ke sana, juga. Bagaimana jika naik taxi bersama?",1
orang orang sulit ini tidak berteman dan mereka berteriak putus asa memohon pengertian,2
Di loket mana saya dapat membuat reservasi?,0
memang mau dipakai untuk apa duit banyak-banyak?,0
"Nah, biarkan saya memeriksa kelebihan dan kekurangannya. Apa jenis kamera ini?",1
"ia sudah berbelok ke jalan gelap dunia hitam, ia harus segera disadarkan.",0
"Saya akan ke sana, juga. Bagaimana jika naik taxi bersama?",1
Saya belajar untuk menjadi seorang ilmuwan.,1
Saya ingin setengah botol anggur merah.,0
Empat malam.,1
saat kuliah memang banyak cita-cita dan harapan yang saya gantungkan setinggi langit.,2
"lalu saya jawab ke molen, iye tenang aje.",2
aku tidak berani untuk melantunkan pertanyaan.,0
"delapan bulan kemudian, atau tepatnya 25 desember 2005, seluruh sarana telah rampung, dan anak-anak korban tsunami pun sudah menempati asrama di ram.",1
"banyak pakar setuju dengan perhitungan berbasis optimisme yang terangkum dalam visi indonesia 2030, tetapi tidak sedikit pula yang menganggap itu semua hanya sebuah mimpi besar.",1
"saya berperan sebagai pemulung, monang pakpahan sebagai gelandang yang gelisa, ade herman sebagai pemulung tua yang sakit-sakitan, dan mas yan bertindak sebagai sutradara sekaligus penulis naskah.",0
Saya telah pergi ke New York.,2
hari ini kami mendapat pelajaran penting tentang demokrasi yaitu bahwa ternyata prinsip prinsipnya tidak efektif untuk sukses jabatan kering,1
Taksi?,1
Saya pergi ke Tower of London. Bisakah Anda memberitahu saya bagaimana untuk sampai ke sana?,0
kelebihan tersebut saya manfaatkan untuk mempererat persahabatan dan jaringan bisnis agar kepentingan dan tujuan usaha saya bisa tercapai.,2
maka dengan amat sangat terpaksa kutelanjangi kebodohan ku sendiri,1
"Mana jenis roti yang Anda suka, putih, gandum atau gandum utuh?",1
teman-temanku riuh mendengar cerita itu dalam pro dan kontra.,2
"honda civic keluaran tahun 1976 berwarna coklat muda seharga rp 3,6 juta.",0
"yustian merupakan senior di dunia bulu tangkis, telah dua periode menjadi ketua pbsi pengda dki jakarta.",0
Saya bisa memberikan Anda diskon tiga persen.,0
"bagi saya, yang penting bisa diterima di ptn.",1
seekor rusa perak muncul dari ujung tongkat sihir harry; tanduknya menerjang si dementor di tempat jantungnya seharusnya berada.,2
"Selamat pagi, Pak.",0
"proses persiapan cukup lama, menghabiskan banyak waktu dan tenaga.",0
"Saya memesan kursi pada bagian bebas asap rokok, tapi ini adalah kursi untuk perokok.",0
orang orang mundur dan melepaskan kayu bakar yang menyangga mulut buaya tersebut,2
jadi bisa dibayangkan besaran uang yang berhasil diraih bank mega waktu itu.,1
"Ya, tapi tidak terlalu kuat.",1
Saya mau secangkir kopi lagi.,0
"indra, lutfi, dan lain-lain tidak berhenti di dua kali pertemuan.",2
segera saya berikan amplop honor tersebut kepada sekertaris dan berpesan untuk diberikan kepada yayasan yatim piatu atau sejenisnya.,0
"fasilitas olahraga, mulai dari lapangan sepak bola, futsal, bulu tangkis, basket, tenis meja, hingga karate, telah disediakan.",1
"melalui rezeki dari allah yang diamanatkan kepada saya, insya allah saya bantu.",1
tambang dipanggulnya dan pamit hendak langsung berlari ke arah bus yang sedang ngetem menunggu penumpang.,0
"pada acara semacam menghadiri undangan resepsi, anita pasti selalu menemani.",1
"operasional sekolah ini di bawah chairul tanjung foundation (ctf) yang didirikan pada 18 juni 2007 dan dijalankan oleh istri saya, anita ratnasari.",0
"pesanan datang, tapi bukan sepatu, melainkan sandal.",0
"Baiklah, Pak. Ada pilihan kentang goreng atau nasi pilaf. Yang akan Anda sukai?",0
"di luar sekolah, saya juga selalu ditempa oleh kehidupan yang keras, sementara kondisi kehidupan ekonomi keluarga sangat morat-marit.",1
"tahun 1986, kami rata-rata mendapat bagian keuntungan rp 1 juta per orang.",0
"saya lebih sering bertemu adiknya, prita, dan suaminya, kemal s. gani.",0
Mungkinkah itu mesin cuci tangan di rumah?,0
letupan api sesungguhnya berasal dari kabel listrik tegangan tinggi yang korslet karena air hujan.,0
"setelah itu, manajemen tinggal menggerakkan dana masyarakat di bank mega.",0
Dapatkah Anda merekomendasikan sebuah klub malam yang baik?,0
"rumah di gang sepur iv nomor 145, kemayoran, tempat saya dibesarkan, hingga kini bentuknya masih sama persis meski sudah menjadi milik orang lain.",2
"sekitar tahun 1994, saya diminta oleh exim leasing, anak perusahaan bank exim, untuk mengambil alih kredit macetnya, berupa satu gedung beserta isinya, yakni peralatan lengkap sebuah studio di kawasan kemang, jakarta.",0
Jam saya tiga menit lebih cepat.,0
Setiap taksi tidak akan berhenti kecuali Anda menunggu mereka di stand taksi.,0
Saya pesan sebuah hamburger dan kopi kecil.,0
"Baiklah, silahkan isi informasi ini di sini. Apakah hanya satu koper?",0
dua bulan sebelumnya hendrawan kalah dari roslin di taiwan terbuka.,0
"sebaliknya, orang miskin kurang gizi.",0
"calon siswa harus memiliki nilai minimal rata-rata 7 pada mata pelajaran utama, matematika dan ipa, akumulatif selama kelas vii sampai kelas ix.",2
bagi mereka semuanya adalah menu utama,0
aku hanya berdiri mematung berbicara dengan diriku sendiri,1
Saya tertarik pada tas biru yang ada di dalam jendela.,1
langkah berikutnya adalah mencari tempat yang cocok untuk membangun televisi tersebut.,0
"di awal-awal saya membangun televisi, saya benar-benar merasakan betapa industri ini seperti bisnis drakula, dia menghisap darah yang luar biasa.",0
floriana atau flo yang tomboi salah seorang siswa sekolah pn sedang les piano,0
"mas yan dalam nada datar tapi serius mengatakan, diteater, semua itu harus dilepas.",2
buku yang terakhir ini sudah didistribusikan ke sejumlah pengurus mui di daerah-daerah di indonesia.,2
"dalam rangka persiapan pertandingan, selanjutnya saya undang pula semua anggota dewan kehormatan pbsi dalam rapat yang saya adakan di gedung trans tv.",0
Ada perbedaan besar pada musim puncak.,0
Saya mengambil penerbangan nomor dua belas ke Tokyo.,2
"pak indra tidak salah datang ke sini dan meminta saya menjadi ketua pbsi? meski suka bulu tangkis sejak sma, saya tak punya pengalaman memimpin bidang olahraga.",2
kira-kira seperti itulah gambaran wc umum tersebut.,0
"setibanya di ayunan, dia mengenyakkan diri di satu satunya ayunan yang belum berhasil dirusak oleh dudley dan teman temannya",0
"kita butuh banyak wirausaha yang nasionalis, nasionalis kerakyatan, karena ini tugas kemanusiaan.",1
"seperti lazimnya aktivis mahasiswa, sewaktu di ui saya juga dikenal militan dalam memperjuangkan kebebasan mimbar di dalam kampus.",0
"saat anak-anak dari keluarga tidak mampu tersebut bisa kembali bersekolah, apalagi sampai berprestasi di tingkat nasional bahkan internasional, hal itu merupakan kebahagiaan tersendiri yang tidak akan mampu dihargai sebesar apa pun.",2
"pasukan elite yang memiliki knowledge tinggi, skill luar biasa, serta siap diterjunkan kapan pun, di mana pun, dan dalam kondisi yang bagaimanapun.",0
"tepat satu hari setelah saya diwisuda, dia mendekati saya, membicarakan rencana kegiatan dan meminta bantuan koordinasi karena dia pikir hanya saya yang dianggap sanggup melakukan itu.",1
"pak chairul, saya baru dipecat dari dirjen rtf oleh penguasa baru, kata pak ishadi di seberang telepon.",2
Dapatkah Anda menjahitkan kancing ini?,1
bagaimanapun juga cukup menyakitkan hati dinasihati agar tidak bertindak ceroboh oleh orang yang telah terpidana selama dua belas tahun di penjara penyihir,2
"target kami dalam waktu dekat bisa menjadikan boedoet sebagai salah satu dari lima sekolah terbaik di jakarta, dan tujuan akhirnya adalah menjadikan sma negeri 1 boedoet sebagai sekolah terbaik di seluruh indonesia.",0
"Yah, saya tidak tahu apakah saya peduli untuk itu.",2
mulai saat itu kami tidak pernah lagi memprotes keadaan sekolah kami,0
"pak chairul sebaiknya jangan menolak dulu, nanti berikutnya akan saya bawa teman-teman dari bulu tangkis bertemu bapak, biar mereka yang bercerita, jawab indra.",1
hal ini biasanya dilakukan oleh mereka yang sangat cerdas,1
Apa program gelar yang Anda tekuni di universitas ini?,1
Saya tidak bisa melihat apapun di malam hari.,1
saya ingin punya permanen yang ketat,1
Saya akan membayar lima puluh dolar.,0
di papan tulis itu terpampang gambar matahari dengan garis garis sinar berwarna putih,0
buku wajib bagi anda yang memiliki kelebihan berat badan dan kesulitan membina hubungan.,0
Yang terbaik adalah megabaikan mereka.,1
"saat saya membuka usaha keuangan di bawah naungan para finance, pemimpinnya banyak yang saya rekrut dari karyawan bank exim.",0
Silahkan kirimkan amplop ini di bandara.,0
Jam berapa tiba di Milano?,2
"secara resmi acara perubahan nama kelompok usaha tersebut dilakukan pada 1 desember 2011 dan dikemas dalam sebuah acara makan siang bersama dengan kalangan pengusaha, ketua lembaga tinggi negara, para duta besar sahabat, para menteri kabinet indonesia bersatu ii, direksi dan pimpinan perusahaan bumn, serta para pemilik dan pemimpin redaksi media massa.",0
"yang makna sebenarnya tidak disadari oleh para muggle mungkin lenyapnya seseorang yang tak bisa dijelaskan, atau kecelakaan aneh",2
si anak ini tumbuh menjadi orang dewasa yang matang.,0
semua kebutuhan siswa-siswi di ram maupun sma unggulan ditanggung oleh ctf.,1
"taufik hidayat, yang saya jemput dari singapura untuk kembali membela indonesia, berhasil meraih emas pada tunggal putra asian games 2002 di busan, korea selatan.",0
menyekolahkan anak berarti mengikatkan diri pada biaya selama belasan tahun dan hal itu bukan perkara gampang bagi keluarga kami,0
"saya anggap semua hal, baik formal maupun informal, merupakan proses pendidikan yang terasakan manfaatnya sampai sekarang.",1
"azis kemudian saya libatkan dalam banyak proyek kemanusiaan dalam we care indonesia, yayasan komite kemanusiaan indonesia, dan palang merah indonesia bersam pak sujudi dan pak mar’ie muhammad.",1
"semua ruangan dipasangi penyejuk ruangan, bangku, dan meja berstandar internasional.",0
peserta lain sudah siap dengan meletakkan tangannya pada tombol.,0
"Sementara saya keluar, tolong memperbaikinya.",0
teman-teman sekolah sudah tau bahwa saya cukup paham mengoordinasi angkutan dan selalu dipercaya menjadi panitia membidangi pos ini.,0
masyarakat umum sudah tahu dan ini tidak bisa begitu saja dibiarkan.,1
membayangkan betapa susahnya menjejalkan ilmu ke dalam kepala aluminiumnya itu,0
Saya akan memesan merek ini.,0
bank mega sering sekali gagal dalam setiap tender.,1
bu mus mulai terdengar seperti wartawan berita.,0
“kalau ingin dada kamu menonjol seperti dadaku inilah rahasianya“ kembali dia berbisik,1
adapun aspek struktural berhubungan dengan kebijakan pemerintah yang berimplikasi pada kehidupan umat islam.,1
"saya turun langsung ke pinggir lapangan, bergabung dengan tim pelatih memberi semangat, sampai-sampai suara ini habis.",1
Di mana saya bisa mendapatkan bus ke Museum Metropolitan?,0
"singkat cerita, digelarlah seminar pertama di indonesia dengan tema thalasemia di erasmus huis.",0
Loket mana yang menjual prangko?,0
Apakah Anda ingin bacon atau ham untuk menemani tidur Anda?,0
"Duduk dan anggap seperti di rumah sendiri. Anda mau minum apa? Kopi, teh atau soda?",0
Apakah saya mendapatkan diskon ketika saya tinggal di hotel Anda selama satu bulan?,0
Ini baik-baik saja.,1
Saya akan menelepon lagi.,1
"adiknya, wiwit, sebelumnya bekerja di bagian marketing di bank mega dan dipindahkan ke bank tugu.",0
Bisakah saya mendengarkan kaset ini?,0
saya tidak ada urusan dengan orang bank! katanya.,1
"sembako itu disalurkan melalui berbagai tempat ibadah: masjid, gereja.",1
harry memutuskan tidak akan membuang-buang sisa napasnya untuk mengingatkan mrs figg bahwa dia nyaris tak bisa berjalan di bawah beban tubuh gendut dudley.,2
tidak terasa saya sudah bergulat di dunia bisnis selama lebih dari 30 tahun.,2
Saya ingin tetap berada di bawah tiga puluh dolar.,0
berulang kali kucai menolak diangkat kembali menduduki jabatan itu,0
"hedwig mengeluarkan suara uhu teredam, paruhnya masih penuh kodok.",0
"Ya, silahkan saja. Saya harap Anda akan menyukainya.",2
kebijakan mengenai peta industri dan konsumsi yang ditujukan bagi penduduk yang bagaimana.,0
aku telah mengkhianati keindahan,1
"kerja sama carrefour terus dilakukan dengan berbagai pihak, salah satunya dengan himpunan pengusaha muda indonesia (hipmi).",1
Apakah Anda bisa berbicara dalam bahasa Jepang?,0
"mengabaikan caci-maki paman vernon soal burung hantu, dan menyipitkan mata supaya tidak terkena kepulan abu yang kedua ketika burung hantu ini pergi lagi lewat cerobong asap, harry membaca pesan sirius.",0
"Tidak, mereka cenderung memanjakan anak-anak mereka. Beberapa orang tua Jepang tidak bisa mengatakan ""Tidak"" kepada mereka.",2
Kami punya ikan yang sangat bagus hari ini.,1
Baru-baru ini kulit saya kusam dan pondasi tidak berlaku.,2
Berapa blok dari sini?,1
Mohon sambungkan ke nomor ekstensi satu nol dua.,2
Dan milik saya adalah yang terbaik di Chicago.,1
Dimana toko buku terdekat?,2
"coba kita lihat para dai saat berbicara di khotbah jumat, mayoritas tidak jauh dari masalah siksa kubur.",2
"sebanyak 40.000 anggota kami di daerah siap memberikan informasi sekaligus bekerja sama dengan carrefour, ujar ketua umum hipmi erwin aksa.",1
Ini ketat.,1
"Tolong, dua untuk bar.",0
ia sangat gembira dan berjalan cepat setengah berlari tidak sabar menghampiri kami,1
wajahnya seperti baru keluar dari bengkel ketok magic alias menyerupai frankenstein,1
burung burung keramat itu hinggap sebentar di puncak pon ketapang demi menebar pertanda bahwa laut akan diaduk badai,0
"alumni senior, seperti lulusan tahun 1960-an, 1970-an, bahkan lebih lama dari itu, diberi ruang kelas di lantai bawah agar tidak merepotkan bagi mereka yang sudah sepuh.",2
Ini terlalu mahal. Apakah Anda dapat memberi harga lebih murah?,0
Bisakah Anda ikut saya?,0
Apa itu?,0
kebetulan saat ini ada yang menawari saya pinjaman modal dari bank sebesar rp 300 juta.,0
Saya butuh kaus kaki.,0
Kami ingin bermain tenis saat ini.,0
Dapatkah saya menggunakan flash di sini?,0
"krisis moneter di asia dan indonesia pada tahun 1997, berlanjut kepada krisis multidimensi dimulai pada 1998, telah merontakkan hampir seluruh tatanan yang selama ini stabil.",0
Bisakah Anda membantu saya menemukan koper saya?,0
lalu dia bersimpuh di samping sang buaya,2
pria itu berpenampilan hitam kurus dan kaku,0
"Silakan tanda tangan di sini, dan ini adalah tanda terima untuk catatan Anda.",1
pengurus internal sebelumnya sepakat untuk mencari orang sipil.,0
"selaku mantan direktur utama pt telkom, kemampuan pak cacuk sudah tidak diragukan lagi.",1
Mana yang manis?,1
"namun, ketika tahun 1995, ibu meminta untuk pergi naik haji justru saya yang bingung sendiri.",2
alhamdulillah dana yang terkumpul pada acara reuni tahun 2007 itu sekitar rp 300 juta.,0
dia juga merupakan teman yang menyenangkan,0
Saya ingin naik bus ke Stasiun Penn. Yang mana yang harus saya naiki?,0
bank exim memiliki program kik-kmkp (kredit investasi kecil-kredit modal kerja permanen) dengan suku bunga berkisar 14 persen per tahun.,0
maka tidak seperti suasana di sd lain yang penuh kegembiraan ketika menerima murid angkatan baru,1
"tidak peduli sebesar apa pun jasa dia terhadap perusahaan, saat dia mencuri, berarti criminal, dan semua jasa tersebut akan dihilangkan begitu saja, tidak dihitung.",1
"flo menjual kalung, cincin, gelang, dan merelakan tabungannya.",0
dia membuat penyangkalan berdasarkan teorema bukan hanya berdasarkan pembuktian kesalahan apalagi simulasi,1
Pesan sebuah kursi di sebelah lorong.,0
pada awalnya saya tidak bisa memenuhi permintaan untuk berbicara pada muktamar nasional majelis ulama indonesia (mui) ke-8 pada bulan juli 2010.,1
"Setiap tiga hari, tetapi tidak selalu.",1
"selain melihat ini sebagai peluang usaha, saya pun berniat membantu teman-teman lain.",1
udara dipenuhi bau rumput hangat dan kering dan satu satunya bunyi yang terdengar hanyalah derum rendah lalu lintas di jalan di luar pagar taman,0
pengetahuan terbesar terutama kudapat dari sekolahku perguruan muhammadiyah,0
energi yang berlebihan di tubuhnya serta merta menjalar padaku seperti tersengat listrik,1
Ini bukan seperti apa yang saya pesan. Dapatkah Anda menggantinya?,0
"awal tahun 1996, saya mendapat dua kabar luar biasa baik dan bersamaan diputuskannya bank mega sebagai milik saya dan kabar krhamilan istri saya yang mengandung anak pertama, putri indahsari.",0
"memang surat-suratnya tak membawa berita, sama seperti suratsurat ron dan hermione",0
Tombol pergi di sini.,1
Saya mau kompor gas.,2
"misalnya, trans studio yang saya bangun di makassar, bandung, dan dalam waktu dekat di jakarta, serta beberapa daerah lainnya di indonesia, merupakan salah satu usaha untuk memenuhi dahaga masyarakat terhadap tempat-tempat hiburan yang modern.",0
kotak kapur yang ada tulisan pesan a ling itu kusimpan di kamarku.,1
"juga berbagai aktivitas sosial, kemasyarakatan, pendidikan keagamaan, dan pemerintahan lainnya.",0
seluruh pintu dan jendela tidak memiliki kunci jika malam mereka ditutup dengan cara diikatkan pada kusennya,1
"Oh, maafkan saya. Saya akan memeriksanya segera.",0
Bisakah Anda mengubah catatan ini menjadi koin?,0
"nilai-nilai ulangannya merosot tajam, bisa-bisa ia tidak lulus ujian nanti.",1
saya dalam kapasitas apapun dan dimanapun akan bekerja keras hingga melampaui batas kemampuan.,2
"Oh, sayang sekali. Haruskah saya memanggil dokter?",1
Apakah Anda ingin pergi berbelanja dengan saya sore ini?,0
sampai akhirnya saya menemui direktur program salah satu televisi swasta dan dia menyatakan bahwa surat order dari televisi swasta itu sifatnya tidak mengikat.,0
setiap tahun pasti ada study tour ke luar kota.,0
mereka kami berikan pula beasiswa dengan sisa dana rp 300 juta dari total rp 1 miliar bagi setiap kelurahan tadi.,0
agaknya selama ini turun temurun keluarga lintang menjadi nelayan,2
"Saya sangat suka ini, tapi saya ingin melihat barang-barang lainnya juga.",1
Bisakah Anda menerbitkan kembali kartu kredit saya?,0
kemudian saya yakin akan beliau.,2
"meski setelah enam bulan perkuliahan jarang sekali masuk, setiap ujian dan teman-teman membuat kelompok belajar, saya pasti ikuti.",0
kami berjalan bersama penuh semangat sambil meneriakan yel-yel pembakar semangat dan melakukan orasi secara bergantian.,1
sehingga saat berbicara dengan seseorang ia tidak memandang lawan bicaranya tapi ia menoleh ke samping,0
"alhamdulillah, semua aktivitas saya, baik belajar, bisnis, maupun aktivitas kemahasiswaan lainnya, bisa dilakukan secara bersamaan dan sukses.",1
"saya memang bermimpi, tapi bukan sekadar mimpi kosong, melainkan mimpi yang dilandasi oleh kajian ilmiah yang rasional, dipadukan dengan realitas kehidupan nyata masyarakat indonesia.",2
"jika mereka sudah memberitakan bayan yang berisi air, tidak ada lagi yang layak didengarkan.",0
"jadi, kalau sudah merdeka masih ada kemiskinan, sadar atau tidak, kita msih meneruskan pola struktur ekonomi kolonial karena negara kita sangat kaya luar biasa.",1
orang-orang cebol digiring bonenga ke muara sungai.,1
"salah seorang diantara teman teater kami, isak pohan, kuliah di fakultas tenik mesin universitas trisakti.",1
